ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
416,PARNIAN PRIV ,K2J6H3,Ward 3,4M-,,MATTAMY (HALF MOON BAY 4) LIMITED,Stacked Rowhouse,Ottawa,Construct a 3 storey 12 unit stacked rowhouse block,12,"2,032,040",14576,2400418,Construction,2024-01-30 15:08
418,PARNIAN PRIV ,K2J6H3,Ward 3,4M-,,MATTAMY (HALF MOON BAY 4) LIMITED,Stacked Rowhouse,Ottawa,Construct a 3 storey 12 unit stacked rowhouse block,12,"2,032,040",14576,2400418,Construction,2024-01-30 15:08
420,PARNIAN PRIV ,K2J6H3,Ward 3,4M-,,MATTAMY (HALF MOON BAY 4) LIMITED,Stacked Rowhouse,Ottawa,Construct a 3 storey 12 unit stacked rowhouse block,12,"2,032,040",14576,2400418,Construction,2024-01-30 15:08
422,PARNIAN PRIV ,K2J6H3,Ward 3,4M-,,MATTAMY (HALF MOON BAY 4) LIMITED,Stacked Rowhouse,Ottawa,Construct a 3 storey 12 unit stacked rowhouse block,12,"2,032,040",14576,2400418,Construction,2024-01-30 15:08
2788,"ST-JOSEPH, BOUL  ",K1C1G5,Ward 1,86,17,CONTRACTOR UNKNOWN,Office,Gloucester,PLUMBING ONLY: Install a backflow prevention device on the domestic water supply of a 2 storey office building,0,"5,000",0,2400419,Construction,2024-01-30 15:35
7033 B ,"NOTRE-DAME, RUE  ",K1C1H8,Ward 2,86,23 and 24,LAVOIE DESIGN & DRAFTING INC.,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with secondary dwelling units in the basement,4,"740,428",5102,2400420,Construction,2024-01-30 15:58
7033,"NOTRE-DAME, RUE  ",K1C1H8,Ward 2,86,23 and 24,LAVOIE DESIGN & DRAFTING INC.,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with secondary dwelling units in the basement,4,"740,428",5102,2400420,Construction,2024-01-30 15:58
7035 B ,"NOTRE-DAME, RUE  ",K1C1H8,Ward 2,86,23 and 24,LAVOIE DESIGN & DRAFTING INC.,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with secondary dwelling units in the basement,4,"740,428",5102,2400420,Construction,2024-01-30 15:58
7035,"NOTRE-DAME, RUE  ",K1C1H8,Ward 2,86,23 and 24,LAVOIE DESIGN & DRAFTING INC.,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with secondary dwelling units in the basement,4,"740,428",5102,2400420,Construction,2024-01-30 15:58
3,COSBURN AVE ,K2H7Z9,Ward 9,576431,231,MELDY CONSTRUCTION RENOVATION INC.,Single,Nepean,Interior alterations to a 2 storey detached dwelling (kitchen renovation),0,"7,900",0,2400421,Construction,2024-01-31 8:50
182,STEEPLE CHASE DR ,K2M2Z4,Ward 23,4M1196,19,CONTRACTOR UNKNOWN,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0,"48,236",1038,2400422,Construction,2024-01-31 8:54
100,CRAIG HENRY DR ,K2G5W3,Ward 9,645571,,CONTRACTOR UNKNOWN,Office,Nepean,PLUMBING ONLY - Install a premise isolation device on the domestic cold water entry in a 2 storey retail building and install a RP for zone protection (Craig Henry Dental),0,"5,000",0,2400423,Construction,2024-01-31 9:00
33,GRANITE RIDGE DR ,K2S1Y4,Ward 6,4M-1084,150,"TILBURY, TROY",Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,"36,014",775,2400424,Construction,2024-01-31 9:12
1915,WEMBLEY AVE ,K2A1A8,Ward 7,M98,97,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY: Install a backwater valve in a 1 storey detached dwelling,0,"2,500",0,2400425,Construction,2024-01-31 9:13
1710,PETER ROBINSON RD ,K0A1L0,Ward 5,4M-,17,LUMEN HOMES INC,Single,West Carleton,Construct a 1 storey addition and interior alterations to a 1 storey detached dwelling,0,"60,166",293,2400426,Construction,2024-01-31 9:33
3592,8TH LINE RD ,K0C2K0,Ward 20,,PT 31-33,VDF CONSTRUCTION,Farm,Osgoode,Construct an addition to a dairy barn,0,"300,000",9687,2400427,Construction,2024-01-31 9:44
1385,WOODROFFE AVE ,K2G3G7,Ward 8,,"PT LOT 34,35",CONTRACTOR UNKNOWN,Apartment,Nepean,Interior alterations to a 4 storey residence building (alter existing vestibules),0,"266,000",172,2400428,Construction,2024-01-31 10:03
6898,LAKE FOREST WALK ,K4P0A3,Ward 20,4M1265,28,HICKORY DICKORY DECKS,Single,Osgoode,"Construct a 2 level deck, roof structure and pergola over swim spa (rear yard)",0,"100,000",770,2400430,Construction,2024-01-31 10:23
6898,LAKE FOREST WALK ,K4P0A3,Ward 20,4M1265,28,HICKORY DICKORY DECKS,Single,Osgoode,Install an enclosure for a swim-spa (rear yard),0,0,0,2400431,Pool Enclosure,2024-01-31 10:27
336 B ,TULIP CRES ,K1E2B1,Ward 1,50M15,100,CONTRACTOR UNKNOWN,Semi - Detached,Cumberland,Construct an additional dwelling unit in the basement of a 1 storey semi-detached dwelling,1,"25,000",705,2400436,Construction,2024-01-31 12:29
113,IBER RD ,K2S1E7,Ward 6,4M658,04-Feb,CONTRACTOR UNKNOWN,Commercial,Goulbourn,Tenant fit-up on the 2nd floor of a 2 storey commercial building (bathroom),0,"5,000",100,2400437,Construction,2024-01-31 13:00
698,BEATRICE DR ,K2J0H2,Ward 24,4M1347,17,FENCED OTTAWA,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,"34,853",750,2400438,Construction,2024-01-31 13:05
2469,JUNCTION AVE ,K1V8G9,Ward 17,301,33,MR. ROOTER PLUMBING,Single,Old Ottawa,PLUMBING ONLY: Install a clean-out on the sanitary line of a 2 storey detached dwelling (2 Units),0,"2,500",0,2400439,Construction,2024-01-31 13:43
3968,RUSSELL RD ,K1G3N2,Ward 10,,,CONTRACTOR UNKNOWN,Demolition,Gloucester,Remove 3 pre-frabricated hoop storage shelters,0,"2,000",-2244,2400440,Demolition,2024-01-31 14:49
Total Number of Permits:,395,Total Value:,"$103,194,673",Increase in  D.U. :,232,Decrease in D.U. :,16,,,,,,,,
